hour,P_total_measured_W,residual_W,on_coffee_machine,prob_coffee_machine,P_coffee_machine_W,on_pv,prob_pv,P_pv_W,on_standing_fan,prob_standing_fan,P_standing_fan_W,on_standing_lamp,prob_standing_lamp,P_standing_lamp_W,on_table_fan,prob_table_fan,P_table_fan_W,on_table_lamp,prob_table_lamp,P_table_lamp_W,on_water_boiler,prob_water_boiler,P_water_boiler_W
0.0,25.3,8.0,0,0.265,0.0,0,0.0,0.0,0,0.04,0.0,0,0.0,0.0,0,0.37,0.0,1,0.965,17.3,0,0.01,0.0
0.002777777777777778,68.5,31.0,0,0.295,0.0,0,0.0,0.0,0,0.18,0.0,0,0.05,0.0,0,0.37,0.0,1,0.96,37.5,0,0.0,0.0
0.005555555555555556,68.7,31.1,0,0.285,0.0,0,0.0,0.0,0,0.175,0.0,0,0.05,0.0,0,0.38,0.0,1,0.97,37.6,0,0.0,0.0
0.008333333333333333,68.5,31.0,0,0.295,0.0,0,0.0,0.0,0,0.185,0.0,0,0.05,0.0,0,0.38,0.0,1,0.975,37.5,0,0.0,0.0
0.011111111111111112,68.3,30.8,0,0.285,0.0,0,0.0,0.0,0,0.175,0.0,0,0.045,0.0,0,0.39,0.0,1,0.985,37.5,0,0.0,0.0
0.013888888888888888,68.3,30.5,0,0.3,0.0,0,0.0,0.0,0,0.185,0.0,0,0.04,0.0,0,0.38,0.0,1,0.985,37.8,0,0.0,0.0
