baseload,ev,fridge,hair_dryer,pc,pv,resistive,synchronous,washing_machine,laptop,stand_cooler,table_fan,table_pv,hour
0.07321401,0.15185854,0.13467413,0.06247501,-0.04154039,0.17286482,0.049815834,-0.098442234,-0.047925733,3.1172054,12.0728655,0.5937021,-2.1217966,0.0
0.046119533,-0.009762153,-0.06646801,0.04653257,0.09910566,0.07681801,-0.014196277,-0.0065067187,0.060428,27.315178,27.75585,7.8988442,-3.3797846,0.001388888888888889
-0.011048511,0.0345714,-0.01804968,-0.02399607,-0.060641788,0.040982977,0.008880258,-0.06898179,0.04156208,31.658531,26.696095,15.049032,-3.204848,0.002777777777777778
-0.026470661,0.081140265,0.11809045,-0.081094936,-0.051663645,0.11605167,0.0029916316,0.036957473,-0.029780038,33.876034,30.835194,9.876293,2.0307984,0.004166666666666667
0.006272331,0.031137966,-0.09774431,-0.12744403,-0.08836236,0.016500767,-0.048899896,0.02871865,0.19246897,36.998985,30.058142,17.879776,2.5837073,0.005555555555555556
0.012911543,-0.003428638,-0.061262198,-0.1588922,-0.09741671,0.011416353,-0.066055685,0.0021291077,0.20707162,40.769295,30.332617,17.059212,2.8699255,0.006944444444444444
-0.018460423,0.12159474,-0.04703722,-0.10527243,0.013866752,0.047532782,-0.0004079491,-0.04607907,0.118877605,50.639694,30.731524,17.6084,2.6006498,0.008333333333333333
-0.0519391,0.11262959,0.04107147,-0.17324622,-0.09223627,0.10831255,-0.07320777,0.01058054,0.14760469,45.9336,30.670242,17.922014,2.7945793,0.009722222222222222
-0.07761221,0.13307245,-0.025367148,-0.052654654,-0.03847251,0.01838132,-0.0018768907,-0.11630807,-0.03255479,56.96019,30.01065,17.093021,2.5631683,0.011111111111111112
0.020187803,0.028965555,-0.030483238,-0.17413343,-0.072161265,0.035048924,-0.05831399,-0.024849817,0.17545143,42.145813,30.459625,17.068838,2.7451525,0.0125
0.037730224,0.07239868,-0.0031674951,-0.14698859,-0.06447602,0.07542669,-0.074465215,0.043835305,0.104445726,53.072285,10.751612,17.709265,3.3856854,0.013888888888888888
-0.20055914,0.052038394,0.016869217,0.10355584,-0.24986625,-0.063885584,-0.07729306,-0.20360255,-0.066729456,60.00467,30.20734,16.361477,2.597902,0.015277777777777777
0.036847174,-0.004569344,0.021065585,0.011772402,-0.06315475,0.034875117,-0.110081255,-0.1733186,-0.016039427,53.17234,28.309786,13.1580715,-0.8941319,0.016666666666666666
-0.038364097,0.06167175,-0.015853278,-0.043566987,-0.038700067,0.010506492,-0.024603844,-0.08168679,-0.060423538,55.31123,26.507338,15.065438,-3.6106548,0.018055555555555554
0.019125946,0.011683337,0.07619505,0.052617133,-0.07276458,0.00045724586,-0.04687898,-0.12030188,-0.042289943,50.78103,26.678364,14.4484005,-3.6714985,0.019444444444444445
-0.015197068,0.010566287,0.022267811,-0.014840201,-0.053566463,0.06252402,0.008306846,-0.027367502,-0.025102567,55.01825,25.94313,14.510549,-4.0364823,0.020833333333333332
0.012262054,0.057001602,-0.02389153,0.032500155,0.018449001,0.021503191,-0.017405331,-0.03648044,0.023760997,57.98991,26.872913,14.549734,-3.0523982,0.022222222222222223
-0.124987274,0.08329208,0.017228216,0.056675784,-0.049566932,-0.018093865,-0.051803455,-0.068802215,0.017481435,59.551037,30.932367,16.03812,1.7715886,0.02361111111111111
-0.09542425,-0.095823675,0.0036124513,0.006915964,-0.04984594,0.010736126,-0.10015757,-0.113173924,0.007646255,65.27806,32.24791,16.597816,2.6350365,0.025
-0.12005556,-0.11728564,0.003190644,-0.01835844,-0.052477054,-0.014179643,-0.105473824,-0.088356756,0.0067279786,65.96596,32.55617,16.623287,2.7090766,0.02638888888888889
-0.23770908,-0.18280992,-0.05714471,-0.16398697,0.1435955,0.07876328,-0.062854275,-0.101703055,-0.005337389,61.04027,27.779455,16.10643,2.7266154,0.027777777777777776
0.087215096,0.038643762,0.19420743,0.27765405,-0.14890009,-0.024698492,0.103952095,-0.1312646,-0.035708994,59.567036,13.079986,17.092838,1.8698956,0.029166666666666667
-0.07323904,-0.048067987,0.0495106,0.023888037,-0.06353957,0.03869164,-0.12955126,-0.07815548,0.015305676,62.959312,31.232403,15.1888485,2.1155703,0.030555555555555555
-0.060977668,-0.05723551,0.06302681,0.020784989,-0.060925566,0.026492778,-0.13977209,-0.08463428,0.0011615828,63.363033,30.783302,15.759791,0.9877243,0.03194444444444444
