timestamp_iso;device_name;run_id;sample_interval_ms;u_l1_n_v;i_l1_a;p_total_w;s_total_va;s_calc_va;q_total_var;pf_total;frequency_hz;thd_u_l1_percent;thd_i_l1_percent;block_time_difference_ms
2026-05-19T12:56:03.270Z;Mixer;mixer_001;200;238.0632781982422;0;0;0;0;0;NaN;50.01705551147461;1.791467547416687;NaN;4
2026-05-19T12:56:03.471Z;Mixer;mixer_001;200;238.03097534179688;0;0;0;0;0;NaN;50.01705551147461;1.8414769172668457;NaN;5
2026-05-19T12:56:03.673Z;Mixer;mixer_001;200;238.02552795410156;0;0;0;0;0;NaN;50.01705551147461;1.8265082836151123;NaN;6
2026-05-19T12:56:03.876Z;Mixer;mixer_001;200;238.0550994873047;0;0;0;0;0;NaN;50.020599365234375;1.791081190109253;NaN;7
2026-05-19T12:56:04.075Z;Mixer;mixer_001;200;238.10971069335938;0;0;0;0;0;NaN;50.020599365234375;1.7416908740997314;NaN;6
2026-05-19T12:56:04.277Z;Mixer;mixer_001;200;238.0225372314453;0;0;0;0;0;NaN;50.020599365234375;1.789111614227295;NaN;6
2026-05-19T12:56:04.478Z;Mixer;mixer_001;200;238.0570068359375;0;0;0;0;0;NaN;50.020599365234375;1.7970786094665527;NaN;8
2026-05-19T12:56:04.677Z;Mixer;mixer_001;200;238.001220703125;0;0;0;0;0;NaN;50.020599365234375;1.801301121711731;NaN;4
2026-05-19T12:56:04.878Z;Mixer;mixer_001;200;237.9783477783203;0;0;0;0;0;NaN;50.020599365234375;1.814191222190857;NaN;4
2026-05-19T12:56:05.083Z;Mixer;mixer_001;200;237.9503936767578;0;0;0;0;0;NaN;50.020599365234375;1.8400596380233765;NaN;5
2026-05-19T12:56:05.282Z;Mixer;mixer_001;200;237.9759979248047;0;0;0;0;0;NaN;50.020599365234375;1.7799949645996094;NaN;5
2026-05-19T12:56:05.480Z;Mixer;mixer_001;200;238.04534912109375;0;0;0;0;0;NaN;50.020599365234375;1.7852444648742676;NaN;4
2026-05-19T12:56:05.682Z;Mixer;mixer_001;200;238.11947631835938;0;0;0;0;0;NaN;50.020599365234375;1.7752110958099365;NaN;5
2026-05-19T12:56:05.884Z;Mixer;mixer_001;200;238.08322143554688;0;0;0;0;0;NaN;50.020599365234375;1.8233634233474731;NaN;5
2026-05-19T12:56:06.086Z;Mixer;mixer_001;200;238.09910583496094;0;0;0;0;0;NaN;50.020599365234375;1.8165922164916992;NaN;4
2026-05-19T12:56:06.287Z;Mixer;mixer_001;200;238.11386108398438;0;0;0;0;0;NaN;50.020599365234375;1.8006888628005981;NaN;6
2026-05-19T12:56:06.487Z;Mixer;mixer_001;200;238.1612548828125;0;0;0;0;0;NaN;50.020599365234375;1.8040028810501099;NaN;5
2026-05-19T12:56:06.688Z;Mixer;mixer_001;200;238.14273071289062;0;0;0;0;0;NaN;50.020599365234375;1.79294753074646;NaN;14
