timestamp_iso;device_name;run_id;sample_interval_ms;u_l1_n_v;i_l1_a;p_total_w;s_total_va;s_calc_va;q_total_var;pf_total;frequency_hz;thd_u_l1_percent;thd_i_l1_percent;block_time_difference_ms
2026-05-19T12:20:01.993Z;LED Lampe 6.3 W;led_6p3w_001;200;234.0376434326172;0;0;0;0;0;NaN;50.01891326904297;1.6560207605361938;NaN;5
2026-05-19T12:20:02.149Z;LED Lampe 6.3 W;led_6p3w_001;200;234.02255249023438;0;0;0;0;0;NaN;50.01891326904297;1.6543974876403809;NaN;6
2026-05-19T12:20:02.351Z;LED Lampe 6.3 W;led_6p3w_001;200;234.02157592773438;0;0;0;0;0;NaN;50.01891326904297;1.6576054096221924;NaN;5
2026-05-19T12:20:02.550Z;LED Lampe 6.3 W;led_6p3w_001;200;233.96328735351562;0;0;0;0;0;NaN;50.01891326904297;1.6807565689086914;NaN;5
2026-05-19T12:20:02.754Z;LED Lampe 6.3 W;led_6p3w_001;200;233.8560791015625;0;0;0;0;0;NaN;50.01891326904297;1.6717240810394287;NaN;6
2026-05-19T12:20:03.039Z;LED Lampe 6.3 W;led_6p3w_001;200;233.9370880126953;0;0;0;0;0;NaN;50.01891326904297;1.6941481828689575;NaN;7
2026-05-19T12:20:03.154Z;LED Lampe 6.3 W;led_6p3w_001;200;233.99574279785156;0;0;0;0;0;NaN;50.01891326904297;1.6810519695281982;NaN;5
2026-05-19T12:20:03.355Z;LED Lampe 6.3 W;led_6p3w_001;200;233.98866271972656;0;0;0;0;0;NaN;50.01891326904297;1.6775044202804565;NaN;6
2026-05-19T12:20:03.565Z;LED Lampe 6.3 W;led_6p3w_001;200;233.99508666992188;0;0;0;0;0;NaN;50.00553894042969;1.6790485382080078;NaN;5
2026-05-19T12:20:03.756Z;LED Lampe 6.3 W;led_6p3w_001;200;234.03411865234375;0;0;0;0;0;NaN;50.00553894042969;1.70246422290802;NaN;5
2026-05-19T12:20:03.964Z;LED Lampe 6.3 W;led_6p3w_001;200;233.98370361328125;0;0;0;0;0;NaN;50.00553894042969;1.6808631420135498;NaN;5
2026-05-19T12:20:04.159Z;LED Lampe 6.3 W;led_6p3w_001;200;233.98211669921875;0;0;0;0;0;NaN;50.00553894042969;1.661670446395874;NaN;7
2026-05-19T12:20:04.359Z;LED Lampe 6.3 W;led_6p3w_001;200;233.92506408691406;0;0;0;0;0;NaN;50.00553894042969;1.6587289571762085;NaN;7
2026-05-19T12:20:04.614Z;LED Lampe 6.3 W;led_6p3w_001;200;233.87255859375;0;0;0;0;0;NaN;50.00553894042969;1.6649113893508911;NaN;5
2026-05-19T12:20:04.761Z;LED Lampe 6.3 W;led_6p3w_001;200;233.7681884765625;0;0;0;0;0;NaN;50.00553894042969;1.6585185527801514;NaN;5
2026-05-19T12:20:04.960Z;LED Lampe 6.3 W;led_6p3w_001;200;233.84410095214844;0;0;0;0;0;NaN;50.00553894042969;1.6899691820144653;NaN;4
2026-05-19T12:20:05.162Z;LED Lampe 6.3 W;led_6p3w_001;200;233.84703063964844;0;0;0;0;0;NaN;50.00553894042969;1.745150089263916;NaN;5
2026-05-19T12:20:05.364Z;LED Lampe 6.3 W;led_6p3w_001;200;233.93186950683594;0;0;0;0;0;NaN;50.00553894042969;1.7182763814926147;NaN;7
2026-05-19T12:20:05.565Z;LED Lampe 6.3 W;led_6p3w_001;200;233.9761199951172;0;0;0;0;0;NaN;50.00553894042969;1.7052263021469116;NaN;5
2026-05-19T12:20:05.771Z;LED Lampe 6.3 W;led_6p3w_001;200;233.7678985595703;0;0;0;0;0;NaN;50.00553894042969;1.7165018320083618;NaN;6
2026-05-19T12:20:05.966Z;LED Lampe 6.3 W;led_6p3w_001;200;233.61978149414062;0;0;0;0;0;NaN;50.00553894042969;1.6708751916885376;NaN;5
2026-05-19T12:20:06.188Z;LED Lampe 6.3 W;led_6p3w_001;200;233.7617950439453;0;0;0;0;0;NaN;50.00553894042969;1.6553031206130981;NaN;4
2026-05-19T12:20:06.369Z;LED Lampe 6.3 W;led_6p3w_001;200;233.84603881835938;0;0;0;0;0;NaN;50.00553894042969;1.665359377861023;NaN;5
