baseload,ev,fridge,hair_dryer,pc,pv,resistive,synchronous,washing_machine,laptop,stand_cooler,table_fan,table_pv,hour
0.009310961,0.02253984,-0.009386413,-0.058032587,-0.0043221414,0.015602529,-0.09215503,-0.03040117,0.012162279,46.963707,28.02687,15.510851,-2.246252,0.30694444444444446
-0.053118587,0.10824639,0.0028499663,0.04143826,-0.045444705,-0.030997705,-0.06708041,0.020153426,0.0580377,58.29063,28.06783,15.185425,-1.839404,0.30833333333333335
-0.083843976,0.0021018907,0.031582825,0.05071125,-0.046009682,-0.0016460903,-0.015062407,-0.017836303,0.05969339,43.84304,26.339212,13.7818985,-2.1488564,0.30972222222222223
-0.042511597,-0.041343436,0.023596816,-0.0579015,-0.038491167,0.035512418,-0.09423183,0.07868715,0.16204087,54.588913,28.530046,-0.10385384,-2.327933,0.3111111111111111
-0.053956315,0.061679143,-0.042202972,-0.005977586,-0.1938344,-0.13230109,-0.13167253,0.05664323,0.20194939,60.806316,18.504965,13.5691185,-1.5787348,0.3125
0.09376411,-0.016200334,0.108972006,-0.014566869,-0.18357843,0.04271359,0.023512706,0.031266514,0.08963421,55.698456,0.8408434,14.419652,-1.2295753,0.3138888888888889
-0.02041851,-0.025113538,0.045640163,-0.07642521,0.015161917,0.038283847,-0.038510233,0.0014953837,-0.002325818,59.739746,28.695204,15.807491,-0.7096257,0.31527777777777777
0.036358796,0.05779768,0.03478092,-0.041287363,-0.05404011,0.010160133,-0.058871493,-0.02329716,0.03465486,57.471184,27.71229,14.90243,-1.7025117,0.31666666666666665
0.025745742,0.0275608,0.067539185,-0.011054605,-0.04179541,0.04958184,-0.06638768,-0.089673765,-0.0031340402,60.515766,28.709862,15.799278,-0.82084596,0.31805555555555554
-0.029024541,-0.027464598,0.018832348,-0.004191391,-0.032700665,-0.0025103204,-0.09822614,-0.14917451,-0.04588487,62.051144,29.450886,15.940602,-0.24500574,0.3194444444444444
-0.020695865,0.015057422,0.020940378,-0.06632957,-0.104614474,-0.033454385,-0.04316488,-0.08380637,0.027619302,59.238117,27.611048,15.696673,-0.5906287,0.32083333333333336
-0.056670055,-0.07579513,0.008724004,0.00170286,-0.0063732415,-0.008508053,-0.0925949,-0.16776347,-0.015490552,63.24924,29.656977,16.156254,-0.20148149,0.32222222222222224
0.014676981,-0.03025727,0.060493734,-0.11991666,0.08568649,0.048893925,0.095146224,0.036816113,-0.00764348,63.69495,29.285875,2.2948506,-0.2372423,0.3236111111111111
0.041921906,0.08535491,-0.027738519,0.03112667,0.012724802,-0.011142712,-0.11731008,-0.055084966,-0.06853096,62.08555,26.863468,7.7076635,-0.63385713,0.325
-0.041710153,0.14310077,-0.03468994,-0.05690834,-0.19835275,0.022792425,-0.041954033,-0.009816349,-0.050919928,60.23394,11.801032,15.926598,-1.4453716,0.3263888888888889
0.019548565,0.14870717,-0.051749133,-0.087459445,-0.123806484,0.012772758,0.01347965,-0.11539347,-0.0046365857,59.772255,5.5859146,15.753758,-0.9297458,0.3277777777777778
-0.05200149,-0.016502991,0.0314781,-0.030925184,-0.010319307,0.027816396,0.019454375,-0.02949521,0.026238706,60.712234,28.334936,16.13179,-1.0222703,0.32916666666666666
