hour,P_total_measured_W,residual_W,on_coffee_machine,prob_coffee_machine,P_coffee_machine_W,on_pv,prob_pv,P_pv_W,on_standing_fan,prob_standing_fan,P_standing_fan_W,on_standing_lamp,prob_standing_lamp,P_standing_lamp_W,on_table_fan,prob_table_fan,P_table_fan_W,on_table_lamp,prob_table_lamp,P_table_lamp_W,on_water_boiler,prob_water_boiler,P_water_boiler_W
0.0,327.0,11.5,0,0.165,0.0,0,0.0,0.0,0,0.065,0.0,0,0.155,0.0,0,0.42,0.0,0,0.465,0.0,1,0.69,315.5
0.002777777777777778,981.5,1.0,0,0.05,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.325,0.0,1,0.985,37.3,1,0.815,943.2
0.005555555555555556,983.6,3.2,0,0.05,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.28,0.0,1,0.995,37.3,1,0.815,943.1
0.008333333333333333,988.3,8.2,0,0.06,0.0,0,0.0,0.0,0,0.025,0.0,0,0.0,0.0,0,0.295,0.0,1,0.985,37.1,1,0.825,943.0
0.011111111111111112,989.7,9.7,0,0.1,0.0,0,0.0,0.0,0,0.01,0.0,0,0.02,0.0,0,0.45,0.0,1,0.91,37.2,1,0.795,942.8
0.013888888888888888,962.9,675.3,0,0.18,0.0,0,0.0,0.0,0,0.095,0.0,0,0.16,0.0,0,0.21,0.0,1,0.85,36.1,1,0.64,251.5
