device,P_mean,Q_mean,S_mean,PF_mean,THD_I_mean
Foen Stufe 1,139.02813720703125,-9.35400390625,154.10946655273438,0.9019172191619873,47.21841049194336
LED Lampe 6.3 W,6.6910929679870605,-4.609692573547363,9.012338638305664,0.7421228885650635,48.007957458496094
Leuchtstoffroehre,39.008358001708984,77.51365661621094,87.27799224853516,0.44638556241989136,10.414163589477539
Mixer,17.050931930541992,7.580345153808594,31.66437339782715,0.35754138231277466,92.72813415527344
Toaster,1399.77294921875,3.8320014476776123,1399.7802734375,0.9999945759773254,1.7998459339141846
USB Ladegerät,10.427606582641602,-0.6928797364234924,19.229564666748047,0.5400845408439636,151.37208557128906
