hour,baseload,ev,fridge,hair_dryer,pc,pv,resistive,synchronous,washing_machine,laptop,stand_cooler,table_fan,table_pv
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002777777777777778,0,0,0,0,0,0,0,0,0,1,1,0,0
0.005555555555555556,0,0,0,0,0,0,0,0,0,1,1,0,0
0.008333333333333333,0,0,0,0,0,0,0,0,0,1,1,0,0
0.011111111111111112,0,0,0,0,0,0,0,0,0,1,0,0,0
0.013888888888888888,0,0,0,0,0,0,0,0,0,1,1,0,0
0.016666666666666666,0,0,0,0,0,0,0,0,0,1,1,0,0
0.019444444444444445,0,0,0,0,0,0,0,0,0,1,1,0,0
0.022222222222222223,0,0,0,0,0,0,0,0,0,1,0,0,0
0.025,0,0,0,0,0,0,0,0,0,1,1,0,0
0.027777777777777776,0,0,0,0,0,0,0,0,0,1,1,0,0
0.030555555555555555,0,0,0,0,0,0,0,0,0,1,1,0,0
0.03333333333333333,0,0,0,0,0,0,0,0,0,1,1,0,0
0.03611111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03888888888888889,0,0,0,0,0,0,0,0,0,1,1,0,0
0.041666666666666664,0,0,0,0,0,0,0,0,0,1,1,0,0
0.044444444444444446,0,0,0,0,0,0,0,0,0,1,1,0,0
0.04722222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05277777777777778,0,0,0,0,0,0,0,0,0,1,1,0,0
0.05555555555555555,0,0,0,0,0,0,0,0,0,1,1,0,0
0.058333333333333334,0,0,0,0,0,0,0,0,0,1,1,0,0
0.06111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06388888888888888,0,0,0,0,0,0,0,0,0,1,1,0,0
0.06666666666666667,0,0,0,0,0,0,0,0,0,1,1,0,0
0.06944444444444445,0,0,0,0,0,0,0,0,0,1,1,0,0
0.07222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,0,0,0,0,0,0,0,0,0,1,1,0,0
0.07777777777777778,0,0,0,0,0,0,0,0,0,1,1,0,0
0.08055555555555556,0,0,0,0,0,0,0,0,0,1,1,0,0
