hour,baseload,ev,fridge,hair_dryer,pc,pv,resistive,synchronous,washing_machine,laptop,stand_cooler,table_fan,table_pv
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.33428581385526,25.31075435343315,14.670836398781342,-1.077136656638653
0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.21351522154292,25.987159288441244,13.96125897152246,-1.1200709456030262
0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.976468893690274,24.730110239430186,14.569356350846377,-1.2111066735195206
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.10478746325437,25.741195041703698,13.547290822888995,-1.179274410667058
0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.60092408640184,24.634578577591807,14.678387905483598,-1.241897064485197
0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.16269901578578,25.914755653130126,14.338465759978922,-1.016798969791597
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.798418917870826,24.38429432319999,14.728280264681828,-1.2001209302493017
0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.75689128389938,25.941416397629744,14.022383890955979,-1.300232636337387
0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.56416635987709,25.593048661209234,14.39409199238433,-1.2445952083000822
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.64237094934874,24.56894688138957,14.480737505439446,-1.2764656203356672
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25018504439345,25.822904727441816,14.404823341782851,-1.175510663581498
0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.40256759237445,24.554566325416793,14.502813459741706,-1.351715700931839
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.68945954615128,25.99805761304612,14.011953613318697,-1.3246075865086826
0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.857089755721404,24.491700903938828,14.979897390113056,-1.3347911207198182
0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.27627832833892,25.953749184118433,14.198072971460313,-1.0842122454836716
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61268416014368,24.902980246290362,14.328497721325203,-1.0871238650830333
0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.27647503007944,25.697973724459917,14.202780689932828,-1.0205509711397005
0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.237696144524065,25.739077492935674,14.442637817689045,-1.0774331262420402
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.33750022500928,24.402676312992444,15.211076752207996,-1.233897150060789
0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.398133738492525,25.843407310310678,14.190229044612574,-1.278004967271153
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.18631026200261,24.269331059423873,14.967009521525291,-1.321501860749319
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98513001102306,25.998088653814648,13.931978079670856,-1.1302103180047154
0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.85795792429265,24.65634020759328,14.156036392060068,-1.2570172091660492
0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.03813994385903,26.023088419644143,14.205619112413858,-1.1375171617295834
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.194638264939925,25.41646252437386,14.086751973102693,-1.264344366907026
0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.40224898411994,25.22813582983934,14.76406243108344,-1.1769068159369875
0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.98358009209476,26.004896366839972,14.395187898694079,-1.0998016760536757
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.77471192329563,24.612354343457625,14.805196413773169,-1.1463609242846178
0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6672656026153,25.338324568880648,14.205861245685663,-1.0963245821670393
0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.407243733174866,24.522633410946735,14.70421263531618,-1.1439991038782178
